time,open,high,low,close,EMA,EMA,EMA,EMA,EMA,Volume,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,Open Interest (열기),Open Interest (고가,Open Interest (저가),Open Interest (닫기),SMA,CVD
1502668800,4261.48,4485.39,3850,4086.29,,,,,,2843.431426,,,,,,,,,,,,,,,
1503273600,4069.13,4453.91,3400,4310.01,,,,,,4599.396629,,,,,,,,,,,,,,,
1503878400,4310.01,4939.19,4124.54,4509.08,,,,,,4753.843376,,,,,,,,,,,,,,,
1504483200,4505,4788.59,3603,4130.37,,,,,,6382.787745,,,,,,,,,,,,,,,
1505088000,4153.62,4394.59,2817,3699.99,,,,,4147.147999999999,8106.705127,,,,,,,,,,,,,,,
1505692800,3690,4123.2,3505.55,3660.02,,,,,3984.7719999999995,5908.32335,,,,,,,,,,,,,,,
1506297600,3660.02,4406.52,3653.69,4378.48,,,,,4116.008,5782.305424,,,,,,,,,,,,,,,
1506902400,4400,4658,4110,4640,,,,,4290.672,4708.272956,,,,,,,,,,,,,,,
1507507200,4640,5922.3,4550,5709.99,,,,,4763.777999999999,7913.925837,,,,,,,,,,,,,,,
1508112000,5710,6171,5037.95,5950.02,,,,,5159.192,12157.769447,,,,,,,,,,,,,,,
1508716800,5975,6189.88,5286.98,6169.98,,,,,5496.1213333333335,13133.99457,,,,,,,,,,,,,,,
1509321600,6133.01,7590.25,6030,7345.01,,,,,6112.417555555556,11663.209648,,,,,,,,,,,,,,,
1509926400,7345.1,7770.02,5325.01,5811.03,,,,,6011.955037037037,18916.3199,,,,,,,,,,,,,,,
1510531200,5839.94,8123.15,5699.99,8038,,,,,6687.303358024691,19791.101011,,,,,,,,,,,,,,,
1511136000,8057.11,9350,7801,9128.02,,,,,7500.875572016461,28921.859792,75.70262882335608,,,,,,,,,,,,,,
1511740800,9128,11825,8520,11165.41,,,,,8722.387048010974,48427.94965,80.14451402945132,,,,,,,,,,,,,,
1512345600,11165.41,17204.99,10802,14899.98,,,,,10781.584698673982,72429.024191,85.40978611318559,,,,,,,,,,,,,,
1512950400,14946.26,19798.68,14666.56,18860.02,,,,,13474.396465782655,67850.979686,88.80104802023975,,,,,88.80104802023975,,88.80104802023975,,,,,,,
1513555200,18865,19300,10961,13500,,,,,13482.930977188436,135382.820805,66.32853660975127,,,,,,,,,,,,,,
1514160000,13500,16498.05,11750,13716.36,,,,7685.402999999998,13560.740651458958,116522.754321,66.69492289426395,,,,,,,,,,,,,,56916.249926050004
1514764800,13715.65,17176.24,12750,16150.03,,,,8491.55795238095,14423.83710097264,120239.399359,70.57360096813798,,,,,,,,,,,,,,85910.45446109286
1515369600,16218.85,16322.3,11400,13474.99,,,,8966.17052834467,14107.55473398176,137537.904565,62.023299405089126,,,,,,,,,,,,,,99044.45812946497
1515974400,13477.98,14249.99,9035,11530,,,,9210.344763740415,13248.369822654508,303127.502137,56.64921111907707,,,,,,,,,,,,,,82058.31838780164
1516579200,11530,12244,9900.24,11879.95,,,,9464.592881479422,12792.229881769672,198030.051117,57.36500739066138,,,,,,,,,,,,,,85549.91110886817
1517184000,11879.95,11975.02,7930,8184.81,,,,9342.708797529001,11256.423254513114,202016.407759,48.2968189401974,,,,,,,,,,,,,,69469.31330802359
1517788800,8179.99,9065.78,6000.01,8063.88,,,,9220.915578716716,10192.24216967541,340791.764516,48.029230743606384,,,,,,,,,,,,,,22463.842486688023
1518393600,8063.82,11274,8053,10383.43,,,,9331.631237886553,10255.971446450274,311863.068137,53.36629813399143,,,,,,,,,,,,,,9636.32775662251
1518998400,10375.01,11786.01,9274.8,9590,,,,9356.237786659263,10033.980964300183,350623.132911,51.421054157224894,,,,,,,,,,,,,,-35362.198228770096
1519603200,9590,11565,9350,11515,,,,9561.83418792981,10527.653976200121,183797.561533,55.645337849143516,,,,,,,,,,,,,,-58570.62064098245
1520208000,11515,11710,8329,9533.57,,,,9559.142360507924,10196.29265080008,282035.225382,50.75317515974953,,,,,,,,,,,,,,-106429.21476460315
1520812800,9533.57,9888.88,7322,8189.99,,,,9428.746897602407,9527.525100533387,315834.721189,47.691344594260656,,,,,,,,,,,,,,-179809.34479921235
1521417600,8189,9177.01,8088.4,8470.15,,,,9337.451954973605,9175.066733688924,285209.670184,48.39050182703008,,,,,,,,,,,,,,-219038.06528919213
1522022400,8470.14,8514.89,6430,6813.01,,,,9097.028911642785,8387.714489125949,308727.870203,44.593743253538236,44.593743253538236,,44.593743253538236,,,,,,,,,,,-283933.37146612623
1522627200,6813.01,7520,6500,7018,,,,8899.026158152996,7931.142992750632,232320.070499,45.16687440843546,,,,,,,,,,,,,,-320522.4512929714
1523232000,7011.04,8429.54,6611,8355,,,,8847.214143090805,8072.428661833755,259876.174588,48.88103497156913,,,,,,,,,,,,,,-328876.7449850693
1523836800,8355.07,9035,7825.4,8787.02,,,,8841.481367558348,8310.625774555836,233025.38619,50.05820434421701,,,,,,,,,,,,,,-314242.4977360151
1524441600,8785.7,9759.82,8651.62,9419,,,,8896.4831420766,8680.083849703891,306668.07214,51.80655693614757,,,,,,,,,,,,,,-271795.5052592518
1525046400,9417.04,10020,8800.49,9659.01,,,,8969.104747593115,9006.392566469262,222274.38854,52.4868397073352,,,,,52.4868397073352,,52.4868397073352,,,,,,,-212222.09410979925
1525651200,9661.02,9689.67,8153,8679.71,,,,8941.543343060437,8897.498377646174,224151.298751,49.42143400293413,,,,,,,,,,,,,,-179670.08390324694
1526256000,8679.71,8879.99,7911.9,8526.98,,,,8902.061119911825,8773.992251764115,182713.332084,48.94136146402526,,,,,,,,,,,,,,-167619.5348672234
1526860800,8526.97,8595.31,7231.11,7338.99,,,,8753.197203729746,8295.658167842743,190892.626838,45.25866145048513,,,,,,,,,,,,,,-174896.90734301164
1527465600,7338.99,7786.69,7032.95,7714.26,,,,8654.250803374533,8101.858778561828,211928.638229,46.62495585514365,,,,,,,,,,,,,,-161297.51689453435
1528070400,7714.26,7765,6622.81,6764.99,,,,8474.321203053149,7656.235852374552,211352.257072,43.65664214467637,,,,,,,,,,,,,,-169122.09287657868
1528675200,6765,6922,6118.68,6449.61,,,,8281.491564667134,7254.027234916368,234080.841171,42.68436677579948,,,,,,,,,,,,,,-198494.88459090452
1529280000,6444.06,6841.74,5750,6136.97,,,,8077.251415651217,6881.674823277579,234141.140657,41.69308290303668,41.69308290303668,,41.69308290303668,,,,,,,,,,,-247369.42382358026
1529884800,6137.95,6528.99,5780,6356.81,,,,7913.399852255863,6706.7198821850525,207746.559006,42.70076804496079,,,,,,,,,,,,,,-271803.8584620964
1530489600,6360.82,6818.16,6271.62,6712.1,,,,7798.99034251721,6708.513254790035,211526.019058,44.37395290776554,,,,,,,,,,,,,,-273765.86893903965
1531094400,6712.1,6802.06,6070,6353.01,,,,7661.277928944142,6590.012169860023,192452.84988,43.007043523736094,,,,,,,,,,,,,,-293869.86412103585
1531699200,6354.15,7700,6330.4,7394.79,,,,7635.898126187557,6858.271446573349,294313.222604,48.01065248662456,,,,,,,,,,,,,,-284029.3623710324
1532304000,7394.78,8491.77,7375,8211,,,,7690.6697332173135,7309.180964382233,288666.047141,51.59617486847954,,,,,51.59617486847954,,51.59617486847954,,,,,,,-247634.04677426742
1532908800,8210.99,8273,6882.29,7024.19,,,,7627.195472910903,7214.183976254822,282090.103584,46.56717178166091,,,,,,,,,,,,,,-241570.6758613848
1533513600,7024.19,7160,5971,6308.33,,,,7501.5892373955785,6912.232650836548,334426.550743,43.79439739541286,,,,,,,,,,,,,,-267934.91653477674
1534118400,6308.56,6620,5880,6477.53,,,,7404.059786215047,6767.331767224365,378189.296487,44.63354495347617,,,,,,,,,,,,,,-255770.24890717896
1534723200,6477.53,6882.54,6220,6700,,,,7337.006473242185,6744.887844816243,286906.539311,45.77978542401584,,,,,,,,,,,,,,-217439.68873830477
1535328000,6700,7345.45,6646.5,7302.01,,,8203.203272727273,7333.673475790549,6930.5952298774955,294674.913005,48.86485823693028,,,,,,,,,,,,,,-154695.38068027576
1535932800,7302,7410,6111,6250.81,,,8133.474941558441,7230.543620953354,6704.0001532516635,306151.982787,44.14182696805554,,,,,,,,,,,,,,-127084.05270272569
1536537600,6252.26,6584.99,6169.68,6505,,,8075.315122217068,7161.444228481606,6637.666768834442,227428.182854,45.51325442090201,,,,,,,,,,,,,,-80442.54807027563
1537142400,6500.08,6839.03,6123,6708,,,8026.482439280744,7118.2590638643105,6661.111179222961,244256.490121,46.639995757182284,,,,,,,,,,,,,,-14980.568629392234
1537747200,6706.81,6814.8,6325.02,6626.57,,,7976.485566449289,7071.431533972472,6649.597452815307,242598.872471,46.22704094310345,,,,,,,,,,,,,,21142.282057978453
1538352000,6626.57,6697,6430,6615.26,,,7927.870367647529,7027.986625975093,6638.151635210205,141836.476483,46.165900554278586,,,,,,,,,,,,,,40316.62539579003
1538956800,6615.26,6715.6,6205,6339.34,,,7871.137140231545,6962.401233025084,6538.547756806804,166305.048178,44.61557172112485,,,,,,,,,,,,,,41826.264779714795
1539561600,6339.34,7680,6300,6590.11,,,7825.3861709375615,6926.944925117933,6555.735171204536,211592.623139,46.37804380924742,,,,,,,,,,,,,,63343.807378408615
1540166400,6590.12,6639,6453,6489.93,,,7777.691307689792,6885.324456059082,6533.8001141363575,75328.885385,45.75167275649317,,,,,,,,,,,,,,75637.88064532207
1540771200,6489.93,6525,6245.02,6485.85,,,7731.554118129442,6847.2792697677405,6517.816742757572,71945.400607,45.72458750528905,,,,,,,,,,,,,,79909.14687662473
1541376000,6485.85,6615.15,6355,6449.81,,,7685.777542481962,6809.425053599384,6495.147828505048,76161.78188,45.46852495963015,,,,,,,,,,,,,,76520.12281161285
1541980800,6450.71,6498,5403.42,5662,,,7613.499773107606,6700.14647706611,6217.431885670032,205081.183938,40.17253782882598,,,,,,,,,,,,,,53922.32161584019
1542585600,5661.94,5664,3652.66,4085.78,,,7487.509781210906,6451.159193536004,5506.881257113355,496323.79998,32.11319544804243,,,,,,,,,,,,,,-13792.2413689065
1543190400,4088.69,4450.38,3689.12,4161.01,,,7368.706217596231,6233.049746532575,5058.257504742237,479458.799151,32.80607739177185,,,,,,,,,,,,,,-29395.055578820175
1543795200,4160.55,4179,3222,3545.37,,,7232.158495539223,5977.080246862806,4553.961669828158,406435.817854,30.098738500705764,,,,,,,,,,,,,,-82220.06061198017
1544400000,3548.49,3610,3156.26,3228.67,,,7089.176763555679,5715.3268900187295,4112.197779885439,249791.790787,28.782824105601463,28.782824105601463,,28.782824105601463,,,,,,,,,,,-153803.80714550585
1545004800,3229.22,4139.99,3216,3929.71,,,6976.338664857261,5545.268138588374,4051.3685199236256,489096.276467,35.50464869915841,,,,,,,,,,,,,,-171989.45625041006
1545609600,3929.71,4198,3535,3801.91,,,6862.96621254093,5379.234030151386,3968.2156799490836,332161.255442,34.85871704893847,,,,,,,,,,,,,,-220077.5440540853
1546214400,3803.12,4027.71,3630.33,3987.6,,,6760.27456209304,5246.697455851254,3974.6771199660557,214860.906242,36.661774572957526,,,,,,,,,,,,,,-243122.87052007718
1546819200,3987.62,4069.8,3441.3,3476.81,,,6643.007970589717,5078.136745770182,3808.7214133107036,245887.277948,33.88347086074285,,,,,,,,,,,,,,-287391.2399843556
1547424000,3477.56,3720,3467.02,3539.28,,,6532.160543068656,4931.578960458736,3718.9076088738025,199395.792965,34.53686739016598,,,,,,,,,,,,,,-308453.4987410836
1548028800,3539.26,3662.94,3434.85,3550.84,,,6425.684809387632,4800.080011843618,3662.885072582535,154566.450861,34.66553822119704,,,,,,,,,,,,,,-312789.2137246947
1548633600,3550.05,3557.75,3349.92,3458.11,,,6319.699994766645,4672.273344048988,3594.6267150550234,186574.105423,34.08675479324525,,,,,,,,,,,,,,-334480.9658930095
1549238400,3458.11,3733.58,3373.1,3680.06,,,6225.427137810694,4577.776835091941,3623.104476703349,198350.673988,36.806391345211175,,,,,,,,,,,,,,-335216.29652262764
1549843200,3679.75,3700.11,3568.11,3667.58,,,6134.075454317455,4491.091422226043,3637.929651135566,167995.805139,36.7146591482145,,,,,,,,,,,,,,-351881.1961531393
1550448000,3667.62,4198,3655,3743.56,,,6048.699902377546,4419.89795344261,3673.1397674237105,301384.22226,37.73215299716098,,,,,,,,,,,,,,-338255.7032226498
1551052800,3743.56,3888,3677.17,3807.75,,,5968.665977292634,4361.598148352838,3718.00984494914,190343.246726,38.62986802625762,,,,,,,,,,,,,,-307799.94802592124
1551657600,3807.32,3971.75,3670.69,3916.82,,,5895.385763817897,4319.238324700186,3784.27989663276,207833.42997,40.207281571831444,,,,,,,,,,,,,,-260451.08094602398
1552262400,3915.99,4056.98,3810.43,3981.14,,,5827.0198436815435,4287.038484252549,3849.8999310885065,185620.344813,41.16763310827813,,,,,,,,,,,,,,-199933.50170106933
1552867200,3981.85,4069.32,3880.01,3992.18,,,5761.489849264345,4258.956723847545,3897.326620725671,156283.263483,41.34178112367595,,,,,,,,,,,,,,-130295.38110011036
1553472000,3991.35,4140,3888.71,4103.95,,,5702.291997504904,4244.194178719207,3966.2010804837805,178114.875049,43.175687905437094,,,,,,,,,,,,,,-50326.14102790938
1554076800,4102.44,5275.01,4067,5170.27,,,5683.291211879729,4332.391875984044,4367.557386989187,420989.968738,56.99085594351487,,,,,,,,,,,,,,62121.26367912961
1554681600,5170.27,5422,4861.22,5131.3,,,5663.577240026882,4408.478363985564,4622.138257992791,247866.407405,56.4507003800474,,,,,,,,,,,,,,140253.06723264107
1555286400,5131.28,5333.42,4950,5256.14,,,5649.025910025922,4489.208043605987,4833.472171995194,168555.911745,57.829590100232316,,,,,,,,,,,,,,226996.69061391335
1555891200,5257.41,5600,5102,5307.52,,,5636.829270382139,4567.142515643512,4991.4881146634625,247392.823904,58.41320826393479,,,,,,,,,,,,,,329040.237854493
1556496000,5309.81,5900,5178.8,5775.62,,,5641.786082154205,4682.235609391749,5252.865409775642,191971.589975,63.38496283036397,,,,,,,,,,,,,,439648.3605935889
1557100800,5773.18,7521.78,5619.14,6967.31,,,5689.12622207727,4899.861741830629,5824.346939850428,313283.734225,72.42357206464757,,,,,,,,,,,,,,569558.9225218185
1557705600,6968.24,8366,6870,8148.48,,,5776.96028557451,5209.253956894379,6599.057959900285,461287.694139,78.17452310111872,,,,,,,,,,,,,,731029.2113272643
1558310400,8147.94,8740,7461,8614.43,,,5878.298489661134,5533.556437190153,7270.848639933523,341677.39881,79.95079861758603,,,,,,,,,,,,,,909662.0820379058
1558915200,8612.54,9074.26,8005,8725.98,,,5980.001400744665,5837.5967765053765,7755.8924266223485,292049.043812,80.36283941704042,,,,,80.36283941704042,,80.36283941704042,,,,,,,1099096.493043915
1559520000,8726,8800.95,7444.58,7628.13,,,6038.8631364323555,6008.123750171531,7713.304951081565,293308.709696,65.98899955326257,,,,,,,,,,,,,,1242555.3687449705
1560124800,7627.57,9333,7511,8953.33,,,6142.951238702629,6288.619583488528,8126.646634054377,274072.058371,72.40507966682208,,,,,,,,,,,,,,1398453.5951764972
1560729600,8953,11392.64,8950,10906.07,,,6313.062623034678,6728.376766013431,9053.121089369584,378253.003065,78.76273112446017,,,,,,,,,,,,,,1575528.467001688
1561334400,10905.95,13970,10525.1,10854.1,,,6475.242529354868,7121.302788297866,9653.447392913056,684152.508772,78.24604955677296,,,,,,,,,,,,,,1670581.683531908
1561939200,10854.1,12000,9727,11406.24,,,6651.349581877908,7529.392046555212,10237.71159527537,517740.071693,79.76481451640504,,,,,,,,,,,,,,1805890.791030012
1562544000,11410,13147.08,10103,10174.18,,,6777.1649539536975,7781.276613549953,10216.534396850248,510462.035678,68.30512040039005,,,,,,,,,,,,,,1879697.8848922965
1563148800,10174.18,11100,9060,10589.45,,,6913.317991312494,8048.721697973768,10340.839597900165,487080.97263,69.87605084026654,,,,,,,,,,,,,,1992864.395780078
1563753600,10590.15,10683.16,9165,9541.54,,,7007.183063051333,8190.894869595314,10074.406398600111,269819.325109,61.5814436334953,,,,,,,,,,,,,,2069556.065144356
1564358400,9541.54,11040,9395,10929.23,,,7147.256167942357,8451.688691538617,10359.347599066741,259518.806019,67.14357166539978,,,,,,,,,,,,,,2163659.842761465
1564963200,10929.99,12330.7,10927.8,11549.97,,,7304.495947658701,8746.763101868271,10756.221732711161,371072.857661,69.28568631757605,,,,,,,,,,,,,,2284141.6280018017
1565568000,11539.08,11577.89,9750,10306.78,,,7411.720378099461,8895.336139785579,10606.407821807441,248273.374665,60.74409331673358,,,,,,,,,,,,,,2369503.874203535
1566172800,10306.17,10949.96,9762,10142.69,,,7509.255007453052,9014.131745520286,10451.835214538294,232471.420413,59.697966869911795,,,,,,,,,,,,,,2424596.247394341
1566777600,10142.69,10604,9320,9724.98,,,7588.388042901157,9081.831579280259,10209.55014302553,211243.550288,57.00654197210085,,,,,,,,,,,,,,2454323.2945395466
1567382400,9723.59,10905.87,9712.5,10381.18,,,7688.130612797544,9205.579047920233,10266.760095350353,281075.664908,60.05337630321279,,,,,,,,,,,,,,2507988.305281209
1567987200,10381.24,10480,9880,10302.01,,,7781.483448054774,9310.001043356402,10278.510063566902,207165.654458,59.50546230138661,,,,,,,,,,,,,,2536812.30028957
1568592000,10303.34,10355,9653,10028.87,,,7861.74725348139,9378.464753512935,10195.296709044602,188644.199623,57.55443603669359,,,,,,,,,,,,,,2544925.0386663727
1569196800,10028.05,10049.99,7750,8043.82,,,7868.24985157134,9251.355729368846,9478.137806029734,364560.064744,45.801275168603695,,,,,,,,,,,,,,2517545.1291269087
1569801600,8043.04,8500,7710,7854.25,,,7867.749856872363,9118.298040857528,8936.841870686489,239129.62607,44.85914754581783,44.85914754581783,,44.85914754581783,,,,,,,,,,,2469998.57991787
1570406400,7855.3,8779.51,7762,8275.01,,,7882.2948619840645,9037.984894109191,8716.231247124326,281416.738734,47.4432526117587,,,,,,,,,,,,,,2453781.867655787
1571011200,8275.24,8403,7816.01,8223.35,,,7894.47540262749,8960.400618479745,8551.937498082883,219241.792311,47.15108436439728,,,,,,,,,,,,,,2418229.4334842837
1571616000,8223.35,10370,7300,9529.93,,,7952.884495390795,9014.641511957865,8877.934998721923,508882.693756,54.742389788875556,,,,,,,,,,,,,,2434527.9638773045
1572220800,9528.23,9902.1,8913,9194.71,,,7997.235406269695,9031.790891771401,8983.526665814616,354362.744327,52.65271013967885,,,,,,,,,,,,,,2415525.420487466
1572825600,9196.46,9513.68,8696,9039.47,,,8034.458070331491,9032.52223541222,9002.17444387641,294282.771612,51.66905053394023,,,,,,,,,,,,,,2370305.7125050407
1573430400,9040.16,9072.32,8350.68,8502.4,,,8051.170282105367,8982.034403468198,8835.582962584274,239532.02348,48.30669686583975,,,,,,,,,,,,,,2306580.0697133224
1574035200,8502.87,8503.52,6790,6903.28,,,8010.174200601604,8784.057793614083,8191.481975056183,422402.004703,39.9670152293838,39.9670152293838,,39.9670152293838,,,,,,,,,,,2208694.7734062443
